url,urlToImage,content,author,source,title,publishedAt
https://www.foxnews.com/entertainment/charles-barkley-tells-jussie-smolletts-there-are-repercussions-to-actions-we-all-lost-in-this-scenario,https://static.foxnews.com/foxnews.com/content/uploads/2019/03/Barkley-Smollett-Getty-AP.jpg,Charles Barkley shocked fans in late February when he piled onto allegations that Jussie Smollett faked a hate crime in Chicago,John Doe,Charles Barkley tells Jussie Smollett there are 'repercussions' to actions: We all 'lost in this scenario,2019-03-28T15:17:46Z
